,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
474,96,LrM62pv56o0,True,Child Directed,"The video title explicitly states it is a nursery rhyme for children and uses 3D animation of monkeys, which are common child-appealing elements.  The thumbnail shows cartoonish monkeys jumping on a bed, further supporting its child-directed nature."
475,97,rbX-ZgvD1Jc,True,Child Directed,"The video title, ""Ek Mota Hathi | एक मोटा हाथी | Hathi Raja Kahan Chale | Rhymes for Kids now in Hindi | Dhobi Aya,"" explicitly indicates that it's designed for children.  The phrase ""Rhymes for Kids"" and the presence of Hindi words suggest a focus on young audiences. The thumbnail shows cartoonish elephants, which is another strong indicator of child-directed content."
476,98,9GsZewPCV5g,True,Child Directed,"The title mentions popular children's characters (Pororo, Paw Patrol, Peppa Pig) and explicitly states it's a toy house video for children.  The thumbnail shows a brightly colored toy house, which is visually appealing to children. These factors strongly suggest the video is designed for and appeals to a child audience."
477,99,on2coq6j_sI,True,Child Directed,"The video title mentions ""Bedtime Stories"" and the thumbnail shows children interacting with an ice cream stand, suggesting a playful and child-friendly theme.  These elements strongly indicate that the content is designed for children."
478,100,g2fSxs-a8a0,True,Child Directed,"The video thumbnail shows cartoon characters, a cake, and a celebratory theme. The title ""Chhota Bheem New Year Cake Party in Dholakpur"" suggests a child-friendly story.  These elements strongly indicate that the video is designed for children."
479,101,qcpKLA15_l4,True,Child Directed,"The title ""Chhota Bheem aur Bajrangi - Ek Saath | Hanuman in Dholakpur"" and the thumbnail clearly indicate a children's cartoon featuring popular Indian characters.  The cartoonish style, the presence of child-like characters, and the lighthearted nature suggested by the title all point towards a child-directed video."
480,102,vzEpSWITbyo,True,Child Directed,"The title ""Aloo Kachaloo Aur Pyaaz | Hindi Rhymes for Children | Infobells"" clearly indicates that the video is made for children.  The words ""Hindi Rhymes for Children"" explicitly state the target audience. The thumbnail shows cartoonish characters, which is another indicator of child-directed content. "
481,103,SanP45FQqXM,True,Child Directed,"The title ""Five Little Babies Opening The Eggs | Five Little Babies Collection | Zool Babies Fun Rhymes"" and the thumbnail clearly indicate that the video is designed for children.  The presence of cartoon babies, colorful eggs, and a playful theme strongly suggests child-directed content."
482,104,Hl1I2eX8jNU,True,Child Directed,"The title mentions ""Paw Patrol"", a children's show, and indicates a toy learning video.  The thumbnail shows cartoonish characters and toys in a setting clearly designed for children. These elements strongly suggest the video is child-directed."
483,105,i06EqlQIjVo,True,Child Directed,"The video title translates to ""Vlad chooses superhero gloves.""  The thumbnail shows a young boy in a Hulk costume interacting with plush superhero gloves. These elements strongly suggest that the video is designed for and appeals to children."
484,106,ecY2jXMd4ec,True,Child Directed,"The video title translates to ""Little Magic Driver with Toy Cars and Transforming Cars for Children.""  The thumbnail shows young children playing with toy cars. These elements strongly suggest that the video is designed for and appeals to children."
485,107,o6RL5PTa5ls,True,Child Directed,"The video title ""Si Imut Timi & Mimi | Mesin Penjual Es Krim Ajaib | Lagu Anak-anak | Bahasa Indonesia | BabyBus"" and the thumbnail clearly indicate that it's designed for children. The title mentions ""Lagu Anak-anak"" (children's songs), and ""BabyBus"" is a brand known for creating children's content.  The thumbnail shows cartoonish characters and a whimsical ice cream shop setting, all common child-appealing elements."
486,108,9RzmsDC3yhQ,True,Child Directed,"The video title translates to ""Vlad and Nikita Playhouse in the swimming pool.""  The thumbnail shows a child's playhouse in a swimming pool, with a child wearing a swimming mask and flippers. These elements strongly suggest that the video is designed for children, featuring child-appealing elements such as bright colors, a playful setting, and a child protagonist. The content is likely to be light-hearted and non-violent, fitting the criteria for child-directed content."
487,109,WjRNQ0HmIik,True,Child Directed,"The thumbnail shows a young boy and a woman in a car. The title mentions ""simple rules for children.""  These elements strongly suggest that the video is intended for a child audience and contains child-appealing elements."
488,110,yYEgklLVAic,True,Child Directed,"The video title translates to ""Niki rides a tow truck and plays selling toy cars for children.""  The thumbnail shows two young children playing with toy cars and trucks. These elements strongly suggest that the video is designed for and appeals to children."
489,111,83crPs88zCg,True,Child Directed,"The video thumbnail shows a young boy interacting with baby rabbits. The title mentions choosing a new pet, which is a common theme in children's content.  These elements strongly suggest the video is designed for a child audience."
490,112,CkAuC86OoC8,True,Child Directed,"The video title translates to ""Vlad and Niki play with kittens.""  The thumbnail shows two young boys interacting playfully with several kittens. This aligns with the criteria for child-directed content due to its focus on child-friendly themes, playful interactions, and the use of appealing visuals (cute kittens and young children)."
491,113,trkHtTIU9Tk,True,Child Directed,"The title, ""Niki belajar tidur sendiri"" (Niki learns to sleep alone), and the thumbnail suggest a child-focused video.  The thumbnail shows a young child and an adult interacting in a playful manner, which is consistent with content designed to appeal to children. The theme of learning to sleep alone is also relevant to a young child's development."
492,114,h9Mq7t8dhWc,True,Child Directed,"The video title translates to ""Huge Amusement Park for Vlad and Nikita Kids Having Fun.""  The thumbnail shows two young children playing on playground equipment designed for kids. These factors strongly suggest the content is child-directed."
493,115,ze7hRonRGf0,True,Child Directed,"The video thumbnail shows a cartoon cat interacting with a plate of candy, which is visually appealing to children.  The title mentions ""Baby Panda"" and ""Baby Cat"", further suggesting a child audience. The use of Indonesian language in the title also suggests a focus on a specific child demographic. These elements strongly suggest that the video is child-directed."
494,116,jRgkvC3MfGI,True,Child Directed,"The title ""Bayi panda Cerdas | Kumpulan Film Bayi Panda | Kumpulan Lagu Anak-anak | Bahasa Indonesia | BabyBus"" indicates that it is a collection of children's songs and cartoons featuring baby pandas.  The words ""Bayi Panda"" (baby panda) and ""Lagu Anak-anak"" (children's songs) clearly suggest a child audience. The thumbnail shows two cute, cartoonish pandas interacting with a vending machine, which is visually appealing to children.  All these elements strongly suggest that the video is designed for and appeals to children."
495,117,LALN9WkCPcY,True,Child Directed,"The video thumbnail shows cartoon animals (pandas and a rabbit) in a colorful setting, suggesting child-appealing visuals. The title mentions ""Lagu Anak-anak"" which translates to ""children's songs"" in Indonesian, further indicating that the content is designed for children.  The presence of ""BabyBus"" in the title also points towards content created for young audiences."
496,118,z_fCdALhzFs,True,Child Directed,"The title ""Mobil Truk Sampah Selalu Membersihkan Sampah Di Jalan | Lagu Anak-anak | BabyBus Bahasa Indonesia"" indicates that it's a children's song about a garbage truck.  The words ""Lagu Anak-anak"" explicitly state it is for children. The thumbnail shows cartoonish characters and a bright, colorful style, further supporting its child-directed nature."
497,119,oSkQAOE5zQU,True,Child Directed,"The video thumbnail shows a cute cartoon cat, which is a common child-appealing element.  The title mentions ""Lagu Anak"" which translates to ""Children's Song"" and ""Kartun Anak"" which translates to ""Children's Cartoon.""  The presence of ""BabyBus"" in the title also suggests that the content is created for children. These elements strongly suggest that the video is child-directed."
498,120,G-x1Q1rmPLw,True,Child Directed,"The title ""Anak-anak Yuk Datang Beli Popcorn Yang Sangat Enak | Lagu Anak-anak | BabyBus Bahasa Indonesia"" translates to ""Children Come Buy Very Delicious Popcorn | Children's Song | BabyBus Indonesian"".  The title explicitly indicates that the video is for children. The thumbnail shows cartoonish characters (a panda and a dog) in a playful setting, further supporting the child-directed nature of the content. The mention of a ""children's song"" also reinforces this."
499,121,sOSxDXLzlzE,True,Child Directed,"The title ""Bayi Panda Melawan Monster Besar | Lagu Anak-anak | BabyBus Bahasa Indonesia"" translates to ""Baby Panda Fights a Big Monster | Children's Song | BabyBus Indonesian.""  The words ""Bayi Panda"" (Baby Panda) and ""Lagu Anak-anak"" (Children's Song) clearly indicate that the content is made for children. The thumbnail shows cartoonish characters and a playful scene, further supporting the child-directed nature of the video."
500,122,Q8cK5_UY768,True,Child Directed,"The video title ""Bayi Kucing menjual Es Krim Enak | Lagu Anak-anak | BabyBus Bahasa Indonesia"" translates to ""Baby Cat Sells Delicious Ice Cream | Children's Song | BabyBus Indonesian"".  The thumbnail shows cartoonish cats and a playful scene. The title explicitly mentions a children's song and the presence of ""BabyBus"", a brand known for children's content. These elements strongly suggest that the video is designed for and appeals to children."
501,123,iTrkrQBe8nY,True,Child Directed,"The video thumbnail shows cartoon animals on a bus, which is a common theme in children's entertainment.  The title mentions ""Lagu Anak-anak"" (children's songs) and ""kebiasaan baik anak"" (good habits for children), clearly indicating that the content is designed for children. The use of Bahasa Indonesia suggests it targets Indonesian-speaking children. These elements strongly suggest that the video is child-directed."
502,124,FZ4SXmgMhz4,True,Child Directed,"The video title, ""Petualangan yang lucu dari Vlad dan Nikita!"" translates to ""Funny Adventures of Vlad and Nikita!""  The thumbnail shows two young boys playing with toys. This suggests a light-hearted, playful theme typical of content aimed at children. The presence of children as the main subjects and the implication of a fun, adventurous storyline strongly indicates that the video is child-directed."
503,125,MWDX311NtjU,True,Child Directed,"The video title translates to ""Chris and Michael pretend to play with a microwave toy.""  The thumbnail shows two young boys interacting with a large, cartoonish microwave. This, combined with the title, strongly suggests a child-directed video focused on imaginative play and simple, child-friendly themes."
504,126,9olOqmTAHXI,True,Child Directed,"The video title ""Tantangan Labirin Halloween dengan Vlad dan Niki"" suggests a playful and family-friendly challenge.  The thumbnail shows bright colors, cartoonish elements, and children participating in an activity. These elements strongly indicate that the video is designed for and appeals to children."
505,127,eu6vfTBUr3s,True,Child Directed,"The title mentions ""Kartun Lucu untuk Anak"" which translates to ""Funny Cartoons for Children"" in Indonesian.  The thumbnail shows a cartoon dog in a police uniform, which aligns with child-appealing elements such as cartoonish visuals and light-hearted themes. The title also indicates that it is a cartoon, further supporting its child-directed nature."
506,128,hAn6tH1TrPA,True,Child Directed,"The video features Pokémon characters, which are colorful and cartoonish, appealing to children.  The title mentions a ""kids song"" and the thumbnail shows a dance, suggesting light-hearted and playful content suitable for young viewers. The use of Indonesian in the title also suggests it is targeted at a specific audience of children."
507,129,qJCMp3NyiN8,True,Child Directed,"The title indicates it is a children's song, and the thumbnail shows cartoonish visuals of a lizard, which are common child-appealing elements.  The video is likely educational and entertaining for young children."
508,130,YH8Y2qYJN6k,True,Child Directed,"The video title, ""Yejun Superhero Mask Toy Pretend Play for Kids,"" explicitly states that the content is for children.  The thumbnail shows a young boy playing with superhero masks, which are colorful and visually appealing to children.  These elements strongly suggest the video is designed for and appeals to a child audience."
509,131,D-Mg5aL8U-0,True,Child Directed,"The title explicitly mentions ""Toys for Children"", and the thumbnail shows a child interacting with toy construction vehicles in a playful manner.  These elements strongly suggest the content is designed for and appeals to a child audience."
510,132,YDDHzErrWFs,True,Child Directed,"The title ""Yejun Boo Boo Story with Car Toys for Kids"" explicitly indicates that the video is made for children.  The thumbnail shows a young boy playing with a toy car, which is a common child's activity. These factors strongly suggest that the content is child-directed."
511,133,g_lngXEH-x0,True,Child Directed,"The title, ""Yejun Play Car Toys with His Friends"", and the thumbnail suggest a video featuring a child playing with toys.  This aligns with the criteria of content explicitly created for children and including child-appealing elements such as toys and playful interaction."
512,134,3v1MImP9hIA,True,Child Directed,"The title ""Yejun Ghost Busters Plays with Slime Funny Stories for Kids"" explicitly indicates that the video is made for children.  The presence of slime, a popular children's toy, further supports this. The phrase ""Funny Stories for Kids"" directly targets a child audience. "
513,135,wR0-2iH2ftI,True,Child Directed,"The title ""Yejun Playing Car Toys with Balloons | Story for Children"" explicitly indicates that the video is made for children.  The thumbnail shows two young boys playing with toy cars inside balloons, which aligns with child-appealing elements such as colorful visuals and playful themes. The presence of toy cars and balloons further reinforces its child-directed nature."
514,136,sv_L_NgOz7E,True,Child Directed,"The video title, ""Yejun Playing Car Toys and Excavator Truck Unboxing,"" and the thumbnail showing a young boy playing with toy vehicles strongly suggest that the content is aimed at children.  The presence of toys and a child as the central figure aligns with the criteria for child-directed content."
515,137,knssYf9FU7E,True,Child Directed,"The video title, ""Yejun Balloon Pop with Truck Car Toys for Kids and Family Fun,"" explicitly indicates that it is made for children.  The thumbnail shows bright colors, cartoonish vehicles, and young children, further supporting this classification. These elements align with the criteria for child-directed content."
516,138,M7rKfwg0Tj0,True,Child Directed,"The video title, ""Yejun Car Toys with Power Wheels, Family Fun Game Play,"" and the thumbnail showing a young boy playing with toy cars strongly suggest that the content is created for and appeals to children.  The presence of toy cars, a common children's toy, further supports this conclusion."
517,139,L26nXa05yuI,True,Child Directed,"The video title, ""예준이와 예성이의 한국 가족여행 VLOG EP2. Family Trip With Kids,"" explicitly mentions children.  The thumbnail shows two young boys engaged in a playful activity (building a campfire), which aligns with child-appealing elements. The setting appears to be outdoors, suggesting a family-friendly activity. Therefore, the video is considered child-directed."
518,140,qXzOBbw_OT8,True,Child Directed,"The video title translates to ""Rescue Pororo Fairy Tale | Episode 4 A terrible food poisoning! Krong is sick! | Go Go Pororo Rescue Team | Children's eating habits | Pororo hospital play.""  The title and thumbnail clearly indicate a children's cartoon with child-appealing elements such as cartoonish characters, a light-hearted theme (a character getting sick), and a focus on children's health (eating habits). These elements strongly suggest that the video is designed for children."
519,141,xA_VfGmZj-o,True,Child Directed,"The video features Pororo, a popular children's cartoon character, interacting with dinosaurs in a playful and non-violent manner. The title mentions a 'rescue operation', suggesting a light-hearted theme suitable for children.  The bright colors and cartoonish style of the animation further support its child-directed nature."
520,142,qEl_Qrslq94,True,Child Directed,"The video title and thumbnail clearly indicate that the content is designed for children.  The title mentions ""뽀로로 (Pororo)"", a popular children's cartoon character, and includes the phrase ""습관놀이 (habit play)"", suggesting educational content aimed at teaching good habits to young children. The thumbnail shows a cartoon character with child-like features, further supporting the conclusion that the video is child-directed."
521,143,9gW5fC1rW-k,True,Child Directed,"The video thumbnail shows cartoonish characters in a playful setting. The title mentions a children's show (""Pororo"") and includes keywords like ""dinosaurs"" and ""earthquake,"" suggesting a child-friendly theme.  These elements strongly suggest that the video is intended for a child audience."
522,144,FLmxxebI3L8,True,Child Directed,"The title includes ""뽀로로와 노래해요"" which translates to ""Sing with Pororo"".  Pororo is a popular children's cartoon character. The thumbnail shows a cartoon character with child-like features.  The number ""2기"" suggests it is part of a series aimed at children.  These elements strongly suggest that the video is child-directed."
523,145,PJLrA1NihRs,True,Child Directed,"The video title, ""뽀로로 3D 컬러놀이 | 티라노랑 알록달록 색깔 미끄럼틀을 타요! | 영어로 색깔 배우기 | 재미있게 시작하는 영어 공부 | Learn Colors with Pororo!"" and the thumbnail clearly indicate that it's designed for children.  The title mentions learning colors, which is an educational element. The thumbnail shows colorful cartoon characters and a playful setting, appealing to children.  The presence of Pororo, a popular children's character, further reinforces its child-directed nature."
524,146,o4Cm3GAp5B0,True,Child Directed,"The video thumbnail shows colorful cartoon characters sliding down a rainbow-colored slide. The title mentions ""뽀로로 (Pororo)"", a popular children's cartoon character, and includes keywords like ""놀이동요 (play songs)"" and ""안전 동요 (safety songs)"", indicating child-directed content.  The overall theme and visuals strongly suggest that the video is designed for children."
525,147,-aFaSzMhMpo,True,Child Directed,"The video title includes ""Halloween Song"" and ""뽀로로 (Pororo)"", a popular children's cartoon character.  The thumbnail shows cartoon dinosaurs and other characters in Halloween costumes, suggesting a lighthearted and child-friendly theme. These elements strongly suggest that the video is designed for children."
526,148,TF1PuP2F9_U,True,Child Directed,"The video thumbnail shows several cartoon characters in superhero costumes. The title mentions ""superhero play"" and includes the name ""Pororo,"" a popular children's cartoon character.  These elements strongly suggest that the video is designed for and appeals to children."
527,149,gCtyaiH_K0k,True,Child Directed,"The video title includes ""Halloween Song"" and ""뽀로로 (Pororo)"", a popular children's cartoon character.  The thumbnail shows colorful cartoon characters in Halloween costumes, surrounded by candy. These elements strongly suggest that the video is designed for and appeals to children."
528,150,xnFJ8NllQf8,True,Child Directed,"The video title, ""가난한 구두장이 | The Poor Cobbler And Magician Story in Korean | 동화 | 한국 동화"", suggests a fairy tale, which is a common theme in children's stories.  The thumbnail shows cartoonish characters and a whimsical scene, further supporting the classification as child-directed content."
529,151,aOFyOYF0yes,True,Child Directed,"The video title translates to ""The Diligent Girl and the Lazy Girl.""  The thumbnail shows cartoonish characters, a whimsical castle, and a playful dog. The title indicates a fairy tale, a genre often enjoyed by children. These elements strongly suggest the video is child-directed."
530,152,O0L--Q5Yu4A,True,Child Directed,"The video thumbnail shows cartoonish characters in a fairy tale setting. The title mentions ""Korean Fairy Tales,"" suggesting a story likely suitable for children.  These elements strongly suggest the video is child-directed."
531,153,ipxwihGf_a0,True,Child Directed,"The video is an animated cartoon featuring the classic fairy tale of the Three Little Pigs, presented in Korean.  The visuals are colorful and cartoonish, the theme is light-hearted, and the title explicitly mentions it is a fairy tale for children.  These elements strongly suggest it is designed for a child audience."
532,154,UlXKbfGlNuM,True,Child Directed,"The video is an animated fairy tale, featuring cartoonish visuals, whimsical themes, and a simple narrative, all of which are common elements that appeal to children.  The title also indicates it is a story for children. Therefore, it meets the criteria for child-directed content."
533,155,SybATgnDGv0,True,Child Directed,"The title, ""Um Dedo Pequeno e Mais Músicas Infantis | O Reino Infantil,"" translates to ""A Little Finger and More Children's Songs | The Children's Kingdom.""  This, along with the thumbnail showing a cartoon baby, strongly suggests that the video is aimed at children. The use of children's songs further reinforces this. "
534,156,QnOjibiMf0w,True,Child Directed,"The video title translates to ""Nastya learns to tell a joke with her dad, a new story for children.""  The title explicitly states that the content is for children.  Further, the thumbnail shows two young girls playing with slime, which is a common activity enjoyed by children. These elements strongly suggest that the video is child-directed."
535,157,pf7RSZcreiw,True,Child Directed,"The title mentions children playing with computer worms, suggesting a playful and child-friendly theme.  The thumbnail shows a man interacting with cartoonish watermelon slices with faces, which is visually appealing to children. These elements strongly suggest the video is child-directed."
536,158,EW1Is3BVp5U,True,Child Directed,"The title includes the term ""clipe infantil"", which translates to ""children's clip.""  The thumbnail shows cartoonish characters and bright colors, which are common elements in children's entertainment. The title also mentions ""Magia das Cores"" which suggests a theme suitable for children."
537,159,hGa-gj2Nr10,True,Child Directed,"The title ""Bita e o Circo - Album completo"" and the thumbnail suggest a children's cartoon featuring bright colors, cartoon characters, and a circus theme.  These elements strongly indicate that the video is child-directed."
538,160,gWssA5Z_fWc,True,Child Directed,"The video title translates to ""Nastya has a zoo at home.""  The thumbnail shows a young girl surrounded by cages of small animals. This strongly suggests a child-oriented video featuring child-appealing elements such as cute animals and a playful setting. The title and thumbnail together clearly indicate that the content is designed for children."
539,161,I6CsiK91fOU,True,Child Directed,"The title mentions ""surprises"" and ""gifts,"" which are common themes in children's content.  The thumbnail shows brightly colored gifts and a playful scene, suggesting a lighthearted and whimsical tone suitable for children. The presence of a large TV as a gift is not inherently inappropriate for children, especially if presented in a fun and exciting way."
540,162,zKUpkxP94_U,True,Child Directed,"The title ""Brincadeiras Modernas | Turma da Mônica"" and the thumbnail clearly indicate that the video is from the popular children's cartoon series ""Turma da Mônica.""  The presence of a cartoon character in a playful setting strongly suggests that the content is designed for children.  The title also mentions ""Brincadeiras Modernas"" which translates to ""Modern Games,"" further reinforcing the child-directed nature of the video."
541,163,lsRimMfwOc8,True,Child Directed,"The thumbnail shows a young girl and a man on bicycles in front of a spooky-looking house. The title mentions a mysterious house and the possibility of it being scary, but the overall tone and imagery suggest a light-hearted, adventurous theme suitable for children.  The presence of a child in the thumbnail is a strong indicator that the content is aimed at a younger audience. The whimsical setting and the non-violent nature of the thumbnail suggest a child-friendly approach."
542,164,jwxZZ9AoQ8A,True,Child Directed,"The video title ""Um Dia Divertido no Shopping! | Canal do Joãozinho - Little Angel Português"" and thumbnail suggest a child-friendly cartoon with playful themes and characters, making it suitable for children.  The presence of ""Little Angel"" in the title further reinforces this assessment."
543,165,_NQau6IMnwA,True,Child Directed,"The title, ""Brilha Brilha Estrelinha - Músicas e Canções para Crianças"", translates to ""Twinkle Twinkle Little Star - Songs and Children's Songs.""  This clearly indicates that the content is intended for children. The thumbnail shows a child's mobile with a cartoon star, further supporting this conclusion."
544,166,mfFPh3RFovk,True,Child Directed,"The title explicitly states that it is a children's video (""clipe infantil"").  The thumbnail shows cartoonish characters and bright colors, which are common child-appealing elements. The title also mentions ""Mundo Bita,"" which is known for creating children's content."
545,167,Uwgxq2CIPH0,True,Child Directed,"The title translates to ""Nastya and dad transformed into princesses.""  The thumbnail shows a young girl and a man interacting with a toy vending machine, which are elements commonly found in children's videos. The overall theme appears light-hearted and playful, suggesting a child-directed format."
546,168,l7VsurR48Ew,True,Child Directed,"The title ""A Baratinha - Galinha Pintadinha 1 - OFICIAL"" and the thumbnail suggest that the video is from the Galinha Pintadinha series, which is known for its child-directed content.  The thumbnail shows a cartoon character, which is a common element in children's entertainment.  The title also suggests a song or musical piece, which is often used to appeal to young children."
547,169,W2Z2lzEtLns,True,Child Directed,"The title and thumbnail clearly indicate that this video is child-directed. The title mentions ""Little Angel,"" which is a popular children's channel.  The thumbnail shows cartoonish characters and a playful scene of building a treehouse, which are common elements in children's entertainment. The overall style and subject matter strongly suggest that the video is intended for a young audience."
548,170,UKWYVGuqvbE,True,Child Directed,"The title ""Duas princesas e um pestinha | Turma da Mônica"" and the thumbnail suggest a cartoonish style with child-like characters, which are common elements in children's animation.  The title also suggests a light-hearted theme suitable for children. Therefore, it is likely child-directed."
549,171,ktSmngIvz0g,True,Child Directed,"The title mentions a ""gincana"" which is a type of playful competition or game, suggesting child-friendly content.  The thumbnail shows bright, cartoonish visuals (a cartoon castle and a slide) and a person covered in bright green slime, which is a playful and visually appealing element for children. These elements strongly suggest that the video is child-directed."
550,172,bY053FYzX9k,True,Child Directed,"The title ""A Vaca Maru - A Fazenda do Zenon 2 | O Reino Infantil"" suggests a children's show, likely featuring farm animals and a whimsical storyline.  The thumbnail shows cartoonish cows, which further supports the child-directed nature of the content. The use of the phrase ""O Reino Infantil"" (Children's Kingdom) in the title strongly indicates that the video is intended for a young audience."
551,173,TjtDksEQR1Q,True,Child Directed,The title mentions a funny story for children and the thumbnail shows a young girl and a man engaging in a playful activity.  These elements strongly suggest the video is designed for and appeals to children.
552,174,JHlT5lVcmWE,True,Child Directed,"The title ""Masha e o Urso - Dia de Geleia (Episódio 6)"" suggests a children's cartoon.  The thumbnail shows a cartoon character, Masha, who is known for her childlike behavior and appearance. These elements strongly indicate that the video is child-directed."
553,175,eI76szmnAJk,True,Child Directed,"The title ""Mônica Toy"" and the thumbnail clearly indicate a children's cartoon.  The use of cartoonish characters and bright colors further supports this classification. The mention of a complete season suggests a series designed for children's entertainment."
554,176,H8edcS0_F-c,True,Child Directed,"The title mentions ""aventura"" (adventure) which is a common theme in children's content. The thumbnail shows cartoonish characters and a child dressed in a costume, suggesting a playful and whimsical setting suitable for kids.  The presence of a child actor further reinforces the child-directed nature of the video."
555,177,WXswFMfNPiw,True,Child Directed,"The title mentions ""papai"" (dad) and includes characters that are colorful and cartoonish, suggesting a child-friendly theme.  The thumbnail shows a child and an adult interacting with a character that resembles a cartoon. These elements strongly suggest that the video is intended for a child audience."
556,178,V9fL453PPUI,True,Child Directed,"The video thumbnail shows cartoon characters, which is a child-appealing element. The title, ""Bita e o Nosso Mundo - 
Álbum completo"", suggests a collection of songs or stories likely aimed at children.  These elements strongly suggest that the video is child-directed."
557,179,DCJdO5VN7oo,True,Child Directed,"The title ""As Rodas da Ambulância do Joãozinho! 🚑 | Canal do Joãozinho - Little Angel Português"" and the thumbnail clearly indicate that this video is made for children.  The thumbnail shows cartoonish characters in a children's toy ambulance. The title mentions ""Little Angel,"" which is a children's channel. These elements strongly suggest that the video is child-directed."
558,180,J_m6FAThjVM,True,Child Directed,"The thumbnail shows a man and a young girl, suggesting a child-friendly format.  The title, while in a different language, suggests a challenge or game, which is a common element in child-directed content. The presence of a child strongly indicates that the video is likely aimed at a younger audience."
559,181,0dMcuLi0RV0,True,Child Directed,"The title translates to ""Nastya and Dad - a story about the importance of washing hands.""  The thumbnail shows a young girl and a man dressed as a doctor in a playful setting. These elements strongly suggest that the video is designed for children, focusing on a child-friendly topic (hygiene) and using child-appealing visuals and characters."
560,182,Y3rup6aOPqs,True,Child Directed,"The title ""Roma and Diana pretend play Rescue Mission"" and the thumbnail showing young girls playing suggest a child-directed video.  The pretend play theme and likely use of child-appropriate language and visuals strongly indicate that the content is designed for children."
561,183,KYZwPVexBQs,True,Child Directed,"The video title translates to ""Max and Katya help their friends.""  The thumbnail shows children wearing playful superhero masks. These elements strongly suggest a child-directed video focusing on imaginative play and friendship, common themes appealing to young audiences."
562,184,6J-A1kUP9S8,True,Child Directed,"The title, ""Детский игровой домик своими руками / Colorful playhouse for kids,"" explicitly indicates that the video is intended for children.  The thumbnail shows a brightly colored playhouse and a young girl, which are visually appealing to children. These elements strongly suggest that the video is child-directed."
563,185,xcL-oGPxgCg,True,Child Directed,"The title ""Masha and the Bear - Sweet Life"" and the thumbnail showing a cartoon character with lollipops suggest a child-directed video.  The characters are cartoonish, the theme is light-hearted, and the visuals are colorful, all common elements appealing to children."
564,186,Y5YU3rxJg7I,True,Child Directed,"The video title translates to ""Nastya collects candy on Halloween.""  The thumbnail shows a young girl dressed in a witch costume with exaggeratedly long fingernails. This clearly indicates a child-friendly Halloween theme, which is a common subject for children's content. The visuals are bright and playful, aligning with typical child-appealing elements. Therefore, the video is considered child-directed."
565,187,N9mUohifweM,True,Child Directed,"The video title translates to ""Max and Katya play in the ice cream van.""  The thumbnail shows two young children interacting with an ice cream van, which strongly suggests a child-directed focus. The setting and subject matter are clearly appealing to children."
566,188,kMwdm_XQ5r4,True,Child Directed,"The title ""Diana and her Barbie car - Camping adventure"" and the thumbnail clearly indicate that the video is intended for children.  The presence of a pink Barbie-themed car, children playing, and a camping theme all point towards child-directed content."
567,189,QYU3TI0rSHM,True,Child Directed,"The video title translates to ""Squishy Food Challenge vs. Real Food.""  The thumbnail shows two young children interacting with food under silver cloches. This, combined with the title, strongly suggests a child-directed video featuring playful food-related challenges suitable for a young audience."
568,190,rA0qhUEbGOo,True,Child Directed,"The video title mentions Peppa Pig, a popular children's character, and shows a young child in a playful setting.  The thumbnail depicts a brightly colored play area, suggesting a child-friendly environment. These elements strongly suggest the video is designed for and appeals to children."
569,191,CzjnKhF8ev4,True,Child Directed,"The video title, ""Diana Pretend Play Halloween Trick or Treat Candy Haul,"" and the thumbnail clearly indicate that the content is aimed at children.  The presence of a child dressed in a costume, playing with toys, and the Halloween theme all point towards a child-directed audience. The playful nature of pretend play and the focus on candy are also strong indicators."
570,192,Cv93i0FHnNk,True,Child Directed,"The title ""Masha and the Bear - Birthday"" and the thumbnail suggest a cartoonish style with child-appealing characters.  The series is known for its child-friendly content, making it likely to meet the criteria for child-directed content."
571,193,os00JDq_rKk,True,Child Directed,"The thumbnail shows two young girls, which are cartoonish characters. The title mentions Masha and the Bear, a well-known children's cartoon.  These elements strongly suggest that the video is child-directed."
572,194,t8ivAPLXT3Q,True,Child Directed,"The thumbnail shows a father and daughter with blue face paint drinking from a large glass with straws.  The title translates to ""Nastya and Dad - Story about a harmful sorceress.""  The visuals are cartoonish and colorful, and the theme appears light-hearted, suggesting a child-friendly story. These elements strongly suggest that the video is child-directed."
573,195,XXE3n4Xe7ho,True,Child Directed,The title includes the names of children's shows PJ Masks and the thumbnail shows children playing with large inflatable balls decorated with characters from children's shows.  These elements clearly indicate that the video is intended for a child audience.
574,196,w6aHuTzJSaE,True,Child Directed,"The title ""Masha and the Bear - Sleep, my joy, sleep! (Episode 62)"" and the thumbnail clearly indicate a children's cartoon.  The visuals are colorful and cartoonish, featuring child-like characters (Masha and the animals). The phrase ""Sleep, my joy, sleep!"" suggests a lullaby-like theme, further supporting its child-directed nature."
575,197,_lgdO1b8UKQ,True,Child Directed,"The title ""Masha and the Bear - Circus, and only that"" and the thumbnail clearly indicate a children's cartoon.  The characters are cartoon animals and a child, suggesting a light-hearted and whimsical theme suitable for young audiences. The presence of a circus theme further points towards child-friendly content."
576,198,cMn1RC8Xd-o,True,Child Directed,"The video title translates to ""Lunch Champion Challenge! Max and Katya eat at speed.""  The thumbnail shows two young children eating from child-sized plates with cartoonish designs. The playful nature of a speed-eating challenge, combined with the children's ages and the visual elements, strongly suggests that the content is designed for and appeals to a child audience."
