,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
1189,YiRty0R6vag,irrelevant,appropriate,"The video shows horses and ponies in a farm setting. There is no violence, self-harm, scariness, or any other inappropriate content mentioned in the prompt. The animation segments are also not inappropriate. Therefore, the video is appropriate for children under 9.",['Korean'],1114.0
1190,MPLWw4-q93U,irrelevant,inappropriate,"The video contains multiple instances of intimacy, including a wedding ceremony and romantic scenes between a couple.  The song is also romantic in nature.  This content is not suitable for children under 9.",['Hindi'],1115.0
1191,FPFbugBvbWY,irrelevant,appropriate,"This video is a cooking tutorial. A woman demonstrates how to make a fish dish. The video shows the ingredients, cooking process, and the final product. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['Arabic'],1116.0
1192,BCq-iHA5egM,irrelevant,appropriate,"The video shows a man making spices and talking about his family business. There is no violence, sexual content, or other inappropriate material present.  The language used is clean and appropriate for all ages. Therefore, the video is appropriate for children under 9.",['English'],1117.0
1193,Oc9vA7cjAA8,irrelevant,appropriate,"This is an advertisement for JS Bank credit cards. The video shows a family, a man applying for a credit card, and people using the credit card in various situations. There is no violence, sexual content, or other inappropriate material present. The language used is Urdu.",['Urdu'],1118.0
1194,2L1s_Oiv2cg,irrelevant,appropriate,"This is a movie trailer for Disney's live-action ""The Little Mermaid"". It features scenes of Ariel, a mermaid talking to her friends, a flounder fish, a seagull and a crab. The scenes are shown underwater. There are scenes showing a castle and a carriage ride. The trialer ends with a on-screen text saying that the movie will be shown ""Only in Cinemas"". This video does not contain any inappropriate scenes so it is appropriate.",['English'],1119.0
1195,KCuji3qWmZQ,irrelevant,appropriate,"The video is an advertisement for Kia. It shows the city of Seoul, South Korea, and the new Kia logo. There is no violence, sexual content, or other inappropriate material. The video is appropriate for children under 9.",['English'],1120.0
1196,pOkV65zAAOI,inaudible,appropriate,"The video shows two adults and a cleaning expert cleaning a house. The cleaning expert gives advice on how to clean a car and an oven. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate content. The video is therefore appropriate for children under 9.",['Swedish'],1121.0
1197,53xUYob6o2Q,inappropriate,inappropriate,"The music video contains scenes of intimacy (kissing, embracing), suggestive behavior, and implies infidelity.  Additionally, there is a scene of violence where a person is shown to be run over by a car. These elements are not suitable for children under 9.",['French'],1122.0
1198,IYy690eJYXg,irrelevant,appropriate,"The advertisement is for McDonald's. It shows a hamburger, french fries, and a drink.  There is no violence, sexual content, or other inappropriate material present. The advertisement is in Swedish.",['Swedish'],1123.0
1199,W90WnXKhWrA,irrelevant,appropriate,"This is an advertisement for Rituals of Karma body care products. The video shows a woman using the products in a relaxing setting. There is no violence, sexual content, or other inappropriate material present. The language spoken is Swedish.",['Swedish'],1124.0
1200,e8rdPR9tm3g,irrelevant,appropriate,"The video shows a graduation ceremony. Students are celebrating and throwing confetti. There is no violence, sexual content, or other inappropriate material present. The overall tone is joyful and celebratory. Therefore, it is appropriate for children under 9.",['Swedish'],1125.0
1201,EmM5Tc63pX4,irrelevant,appropriate,"This is an advertisement for One.com, a website builder. The video shows simple animations and text explaining the ease of use of the platform. There is no violence, sexual content, or other inappropriate material present.  The language used is Swedish.",['Swedish'],1126.0
1202,foaBqlYbRNQ,irrelevant,appropriate,"The video is an advertisement for a technology company called Worldstream. It shows the company's data center, employees, and some of the clients they serve. There is no violence, sexual content, or other inappropriate material present. The video is suitable for children under 9.",['English'],1127.0
1203,SY3qanb6MYE,irrelevant,appropriate,"The video is an advertisement for a window covering system. It features cartoon animation and does not contain any inappropriate content for children under 9. The only potentially questionable element is the use of the word ""cool"", which could be interpreted as slang, but it is used in a non-sexual or suggestive way. Overall, the video is suitable for children.",['German'],1128.0
1204,szKD0YhOyPs,irrelevant,appropriate,"The video shows a young man practicing pole vaulting. There is no violence, sexual content, or other inappropriate material present. The only text is in Swedish and it says ""We are inspired by the best to be able to give you the best"".",['Swedish'],1129.0
1205,Qf0IyyBcG-c,irrelevant,appropriate,"The video is an advertisement for Gardena's Micro-Drip-System. It shows a woman using the product in her garden. There is no violence, sexual content, or other inappropriate elements. The video is appropriate for children under 9.",['Swedish'],1130.0
1206,QowjhxuLU4k,irrelevant,appropriate,"The video shows a McDonald's paper bag left on a table. Two people walk by in the background.  A voiceover says, ""Don't forget to take your trash with you."" The McDonald's and Keep Sweden Tidy logos appear at the end. There is no violence, inappropriate language, or other content that would be unsuitable for children. The only text is the voiceover in Swedish, which promotes environmental responsibility.",['Swedish'],1131.0
1207,zsytu0s2hwE,irrelevant,inappropriate,"The video contains a musical performance with lyrics that allude to violence and weapons.  The lyrics mention ""war,"" ""attacking,"" and ""bullets."" While there is no explicit violence shown, the themes and suggestive language are inappropriate for children under 9.",['Spanish'],1132.0
1208,MFciThGsY4s,irrelevant,inappropriate,"The video shows a father and daughter dancing at a wedding. While the visuals are not overtly inappropriate, the audio contains a phone conversation where the daughter mentions sending her father money so he can attend her wedding. This implies a financial disparity and potential emotional vulnerability, which might not be suitable for young children.  Additionally, the close embrace and kiss between the father and daughter at the wedding could be misinterpreted by children. The overall message of sending money to enable family togetherness is positive, but the context and potential interpretations make it inappropriate for children under 9.","['Spanish', 'English']",1133.0
1209,V7vbNsPTJ2I,irrelevant,appropriate,"The video is an advertisement for Singer Bangladesh. It advertises a 32-inch smart LED TV. The ad shows the TV displaying various scenes, including a couple on a beach and a scene from a movie. There is no violence, sexual content, or other inappropriate material present in the video. The ad is suitable for children under 9.",['Bengali'],1134.0
1210,_axD_oF_PU8,irrelevant,appropriate,"The video is an advertisement for a mobile application. It shows a hand holding a phone, and the phone screen displays information about the app. There is no violence, sexual content, or other inappropriate material. The language spoken is Arabic.",['Arabic'],1135.0
1211,VA6Jr6L9Yc8,irrelevant,appropriate,"The video is an advertisement for hair dye. It shows young adults with vibrant hair colors. There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover describing the product and its benefits. Therefore, the video is appropriate for children under 9.",['English'],1136.0
1212,BBv-yWjHehY,irrelevant,appropriate,"The video shows a group of young adults playing a game in an office setting.  There is no violence, sexual content, or other inappropriate material present. The dialogue is lighthearted and focuses on a mobile phone plan. Therefore, the video is appropriate for children under 9.",['English'],1137.0
1213,adyOecb9LJc,inappropriate,inappropriate,"This video is inappropriate for children under 9 because it contains scenes of physical violence, including a man being thrown down a staircase and a fight in a forest.  There are also scenes of a man being tied up and injured, which could be disturbing for young viewers. The overall tone and themes of espionage and violence are not suitable for children.",['English'],1138.0
1214,cByVnljQKM4,irrelevant,appropriate,"This is an advertisement for Serta iComfort Eco mattress. It shows a mother and daughter reading a book in bed before going to sleep. The ad highlights the mattress's sustainable materials. There is no violence, sexual content, or other inappropriate material present. The ad is suitable for children under 9.",['English'],1139.0
1215,xqMha_x6U_s,irrelevant,inappropriate,"The video shows a woman in a black bodysuit spraying insecticide. While there is no graphic violence, the overall tone is intense and action-oriented, which might be frightening for children under 9.  The audio emphasizes the urgency of killing mosquitoes, which could be unsettling for young viewers. The focus on killing insects might also be considered inappropriate for some parents.",['Bengali'],1140.0
1216,iQxed0fTtiQ,irrelevant,appropriate,"This is a video advertisement for Hartley's Direct, a UK furniture store. The video shows various pieces of furniture and does not contain any inappropriate content such as violence, sexual content, or offensive language.  It is a simple advertisement focusing on the products and their value. Therefore, it is appropriate for children under 9.",['English'],1141.0
1217,Cm-FBnVQ5yw,irrelevant,appropriate,"The video is an advertisement for a mobile phone plan. It features a cartoon character that melts slightly, but there is no violence, self-harm, or other inappropriate content. The audio is a jingle with no offensive lyrics. Therefore, the video is appropriate for children under 9.",['Swedish'],1142.0
1218,b_p4Fd5jgxw,irrelevant,appropriate,"This is an advertisement for Vertbaudet, a children's clothing brand. The video shows images of children's clothing, toys, and furniture. There is no violence, sexual content, or other inappropriate material. The audio is a cheerful jingle in French. Therefore, this video is appropriate for children under 9.",['French'],1143.0
1219,6_u0Gsd-guo,irrelevant,appropriate,"This is an advertisement for a coffee maker. It shows the machine brewing coffee and a person drinking it. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['English'],1144.0
1220,uzlrhq1DVbs,irrelevant,inappropriate,"The video shows several instances of intimacy, including people kissing and embracing.  There is also suggestive dancing and romantic music.  These elements are not suitable for children under 9.",['English'],1145.0
1221,OEZ5melqSdE,irrelevant,appropriate,"This is an advertisement for a car. The video shows scenic views of mountains and people enjoying outdoor activities such as hiking and driving. There is no violence, sexual content, or other inappropriate material present.  The music is instrumental and there is no singing or lyrics. Therefore, this video is appropriate for children under 9.",[],1146.0
1222,vwD8raSjRgg,irrelevant,appropriate,"The video is an advertisement for a face cream. It shows a woman applying the cream to her face and does not contain any inappropriate content for children under 9. Therefore, it is labeled as appropriate.",['French'],1147.0
1223,h9YijRr8Kew,irrelevant,inappropriate,"The video shows a couple going on dates, attending a movie, and ultimately getting engaged. While seemingly romantic, the focus on dating and engagement constitutes intimacy, making it inappropriate for children under 9.",['Swedish'],1148.0
1224,W-QRLo4fFw0,irrelevant,appropriate,"The video is an advertisement for a mosquito trap. It shows the product being assembled and used. There is no violence, sexual content, or other inappropriate material present. The audio is a voiceover describing the product's features and benefits. Therefore, the video is appropriate for children under 9.",['Arabic'],1149.0
1225,iTt18nwB2EU,irrelevant,appropriate,"This is an advertisement for Ashley Furniture. The video shows a couple buying a new mattress and the different financing options available. There is no violence, sexual content, or other inappropriate material present.  The video is appropriate for children under 9.",['English'],1150.0
1226,Ch2_dRWzGTA,irrelevant,appropriate,"This is a holiday advertisement. It shows people enjoying their holiday, swimming, eating, and relaxing. There is no violence, sexual content, or anything else that would be considered inappropriate for children under 9.",['English'],1151.0
1227,k1GF7lplXpM,irrelevant,appropriate,"The video is an advertisement for the British Library's Business and Intellectual Property Centre National Network. It contains no violence, self-harm, sexual content, discrimination, offensive language, or other elements that would be considered inappropriate for children under 9. The video uses bright colors and animation to promote the services offered by the library, which include workshops, webinars, and access to online resources.  The overall tone is positive and encouraging. Therefore, it is appropriate for children under 9.",['English'],1152.0
1228,ylrMZ63hi2g,irrelevant,appropriate,"This is an advertisement for a hotel booking website. The video shows two women enjoying a luxurious vacation at a hotel. There is no violence, sexual content, or other inappropriate material present. The video is appropriate for children under 9.",['French'],1153.0
1229,rwdLyzYmQDY,irrelevant,appropriate,"The video shows a group of people, including children, planting trees. There is no violence, sexual content, or other inappropriate material present. The audio describes the partnership between Ecosia and firefighters to plant trees and encourages viewers to download the Ecosia app.  Therefore, the video is appropriate for children under 9.",['French'],1154.0
1230,SPcyXSmnnEI,irrelevant,appropriate,"The video shows two women going to an apartment. Two men in uniform are also shown carrying a box. The women are shown talking to each other. There is no violence, sexual content, or anything inappropriate for children. The language spoken is Sinhala.",['Sinhala'],1155.0
1231,dC51cBNNXDI,irrelevant,appropriate,"The video is an advertisement for QuillBot, a writing tool. It shows a split screen: on one side, a man is shown typing on a laptop, seemingly struggling with writing; on the other side, a woman is shown using QuillBot, finishing her writing much faster. The video then shows some extreme sports scenes, such as mountain biking and wingsuit flying. There is no violence, sexual content, offensive language, or any other inappropriate content for children under 9. The only audio is background music and a voiceover that says ""Do more in less time!"" which is not inappropriate. Therefore, the video is appropriate for children under 9.",['English'],1156.0
1232,tUNcPrRHD9k,irrelevant,appropriate,"The advertisement is for the Volkswagen ID Buzz. It shows the car's features and capabilities, such as its spacious interior and charging capabilities. The music is upbeat and positive, and there is no inappropriate content. The video is appropriate for children under 9.","['French', 'English']",1157.0
1233,ic0D1pzrIdM,irrelevant,appropriate,"The video is an advertisement for a family-friendly resort. It shows families enjoying various activities such as swimming, watersports, mini golf, and biking. There is no violence, sexual content, or other inappropriate material present. The resort seems to be a safe and fun place for families with children. Therefore, the video is appropriate for children under 9.",['Swedish'],1158.0
1234,-vilov2EZVg,irrelevant,appropriate,"This is a commercial for Growtrax, a product that helps grow grass. The video shows people using the product and the results. There is no violence, sexual content, or other inappropriate material. The language used is appropriate for all ages. Therefore, this video is appropriate for children under 9.",['English'],1159.0
1235,ljukxJBbDds,irrelevant,appropriate,"The video is an advertisement for a product authentication service. It shows various luxury items such as handbags, shoes, and clothing. There is no violence, sexual content, or other inappropriate material present. The video is suitable for children under 9.",[],1160.0
1236,m6r_lb_pYo8,irrelevant,appropriate,"This is a short video advertisement for an insurance company. The video shows two men having a video call. One of the men is talking about his Shiatsu practice. The other man is an insurance agent. The video is not inappropriate for children under 9. There is no violence, sexual content, or other inappropriate material. The language spoken is French.",['French'],1161.0
1237,acHWusVlU_M,irrelevant,appropriate,"This is an advertisement for Grammarly software. The video shows two people in an office setting working on a new product pitch. There is no violence, sexual content, or other inappropriate material present. The language used is professional and appropriate for all ages. Therefore, this video is appropriate for children under 9.",['English'],1162.0
1238,wET5doW5SCw,irrelevant,appropriate,"The video is an advertisement for a delivery service. It shows a man using a laptop and phone, a taxi, boxes being prepared for delivery, and a delivery person delivering packages. There is no violence, sexual content, or other inappropriate material present.  The audio is in Arabic and describes the convenience of the service.",['Arabic'],1163.0
1239,o3cH4GixdoQ,irrelevant,inappropriate,"The advertisement shows a man drinking Red Bull.  The advertisement promotes the consumption of an energy drink, which is generally not recommended for children. Therefore, I label this video as inappropriate for children under 9.",['Swedish'],1164.0
1240,sEhWuhezQMA,irrelevant,appropriate,The video shows the preparation of a mug cake. It does not contain any inappropriate content for children under 9. The only language spoken is French.,['French'],1165.0
1241,7zEcEU1vx5c,irrelevant,appropriate,"The video is an advertisement for Cobra Seats. It shows different models of car seats and mentions a Black Friday sale. There is no violence, sexual content, or other inappropriate material present. The video is appropriate for children under 9.",['English'],1166.0
1242,6De_zfZRjCg,irrelevant,appropriate,"This is an advertisement for Purdue Global, an online university for working adults.  The video features a woman speaking directly to the camera, encouraging viewers to pursue their education. There is no violence, sexual content, offensive language, or other elements that would make it inappropriate for children. The only content is a woman talking about her comeback and encouraging others to start their education. ",['English'],1167.0
1243,5dTtmZ3PUgI,irrelevant,appropriate,"This is an advertisement for Fisher & Paykel kitchen appliances. It shows a couple preparing and enjoying a weekend brunch in their modern kitchen. There is no violence, sexual content, or other inappropriate material present. The video is suitable for children under 9.",['English'],1168.0
1244,L0xubZaNNgk,irrelevant,appropriate,"This is a video advertisement for Center Parcs Villages Nature Paris. It shows a person making bread and then shows a family-friendly scene of a house in a nature setting. There is no violence, sexual content, offensive language, or other inappropriate content for children under 9. The only language spoken is French.",['French'],1169.0
1245,U52VYy86f48,irrelevant,appropriate,"This is an advertisement for a children's milk drink. The video shows a mother preparing the drink for her children and then shows the children drinking it and going to school. There is no violence, sexual content, or other inappropriate material present in the video. Therefore, it is appropriate for children under 9.",['Hindi'],1170.0
1246,3RzNtvb6FEs,irrelevant,appropriate,"The video shows a water filter system. There is no violence, sexual content, or other inappropriate elements. The video is informative and educational, and would be appropriate for children under 9.",['No language'],1171.0
1247,nmtn4cpg3lQ,irrelevant,appropriate,"This is an advertisement for Regal Furniture. It shows a family sitting on a sofa, some furniture, and a store.  There is no violence, sexual content, or anything else that would be considered inappropriate for children. The advertisement is in Bengali.",['Bengali'],1172.0
1248,ILGY39I5u2Y,inappropriate,inappropriate,"The video shows a first-person perspective of a video game where the player shoots and kills other players. This is considered inappropriate for children under 9 due to the presence of physical violence. The game's audio includes sounds of gunfire and other violent actions, further contributing to its inappropriateness for young children.",['English'],1173.0
1249,YlZCuMfScJI,irrelevant,appropriate,"The video shows a collection of handmade wooden tables. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate elements. The video is simply an advertisement for the product and is therefore appropriate for children under 9.",[],1174.0
1250,6tVXOUlCJSs,irrelevant,inappropriate,"The video is inappropriate for children under 9 because it contains abstract and surreal imagery that may be disturbing or confusing for young viewers.  While there is no explicit violence or sexual content, the symbolic nature of the visuals and the somewhat melancholic tone of the song could be unsettling for children. The use of a song with lyrics about longing and the fleeting nature of things adds to the overall mood, which is not suitable for young children.","['Greek', 'English']",1175.0
1251,Slxf7fxwBsg,irrelevant,appropriate,"The video is an advertisement for Magenta Business. It shows various people in different work settings, and there is no inappropriate content. The video is appropriate for children under 9.",['German'],1176.0
1252,gHbrMZZ1Tyo,irrelevant,appropriate,"The video is an advertisement for Cartoon Animator 5. It shows various animated characters and objects moving in different ways. There is no violence, sexual content, or other inappropriate material present. The audio is mostly background music, with no explicit lyrics or dialogue. Therefore, the video is appropriate for children under 9.",[],1177.0
1253,dOeRq9b9-uU,irrelevant,appropriate,"This is a short advertisement for Vexxhost, a private cloud computing company. The video shows the company logo, a group photo of employees, and some text describing their services. There is no violence, sexual content, or other inappropriate material present. The audio is mostly background music, with some voiceover narration that is clear and professional. Therefore, this video is appropriate for children under 9.",['English'],1178.0
1254,A8K2oAfSmhc,irrelevant,appropriate,"The video is an advertisement for Poco phones. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate content present. The advertisement is appropriate for children under 9.",['French'],1179.0
1255,AIjDe512JoA,irrelevant,appropriate,"The video shows two men on a beach discussing making a YouTube channel. There is no violence, sexual content, or other inappropriate material present.  The language used is Urdu.",['Urdu'],1180.0
1256,rBVi7AUjrrI,irrelevant,appropriate,"This is an advertisement for Vinted, an online platform for buying and selling secondhand clothing. The video shows a young woman using the app to sell her clothes. There is no violence, sexual content, or other inappropriate material present. The language used is simple and appropriate for all ages. Therefore, this video is appropriate for children under 9.",['English'],1181.0
1257,0V2YFTNOj1w,irrelevant,appropriate,"This is an advertisement for clothing. It shows a family celebrating together. There is no violence, sexual content, or other inappropriate material present. The audio is a song with no inappropriate lyrics. Therefore, this video is appropriate for children under 9.",['English'],1182.0
1258,FBhXBSMPBIs,irrelevant,appropriate,"The video is an advertisement for Nivea's Luminous 630 Even Glow Concentrated Serum.  It features women of different ethnic backgrounds discussing their experiences with dark spots and the product's effectiveness. While there is some discussion of skin imperfections, the content is not violent, sexual, or otherwise inappropriate for children. The overall tone is positive and focuses on skincare. ","['Arabic', 'French']",1183.0
1259,drJbZqH7_Y8,irrelevant,inappropriate,"The video shows pictures of deceased family members and talks about their dreams that remained unfulfilled.  This could be upsetting or confusing for young children. The overall theme revolves around the emotional weight of family legacy and unachieved aspirations, which is not suitable for children under 9.","['Hindi', 'English']",1184.0
1260,dsSKSUePfsQ,irrelevant,appropriate,"The advertisement is about Nido, a nutritional drink for children. The video shows a woman talking about the importance of proper nutrition for children's growth. It does not contain any inappropriate content such as violence, sexual content, or discrimination. Therefore, it is appropriate for children under 9.",['Urdu'],1185.0
1261,CZRZQ_auuwY,irrelevant,appropriate,"This is an advertisement for Vinted, an online platform for buying and selling used clothing. The video shows a young woman using the app to sell her clothes. There is no violence, sexual content, or other inappropriate material present. The video is appropriate for children under 9.",['English'],1186.0
1262,xUmXCrS-Eak,irrelevant,appropriate,"The video is an advertisement for Samsung TVs. It shows cats and beautiful scenes of space. There is no violence, sexual content, or other inappropriate material present.  The only audio is background music and a few German words describing the TV's features. Therefore, it is appropriate for children under 9.",['German'],1187.0
1263,1LkMHqpYksA,irrelevant,appropriate,"This is an advertisement for Kia Sportage. The video shows a woman driving the car in a city. There is no violence, sexual content, or any other inappropriate content for children. The music is upbeat and the overall tone of the video is positive. Therefore, this video is appropriate for children under 9.",['French'],1188.0
1264,Fu4y3fLImGE,irrelevant,inappropriate,"The video shows car crashes and racing, which could be considered mentally distressing for children under 9.  The fast-paced action and loud sounds may also be overwhelming for younger viewers. Therefore, I would label this video as inappropriate for children under 9.","['English', 'Korean']",1189.0
1265,c1ayrXo5xQY,irrelevant,appropriate,"The video is an advertisement for Universal Technical Institute, a school that trains people to work on cars.  It shows people working on cars, using tools, and the school's building. There is no violence, sexual content, or other inappropriate material present. The language used is appropriate for all ages. Therefore, the video is appropriate for children under 9.",['English'],1190.0
1266,5FuVGcRNo_g,irrelevant,appropriate,"The video shows two lionesses walking in the African savanna. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate elements. The background music is calm and relaxing. Therefore, the video is appropriate for children under 9.",['English'],1191.0
1267,Dr11r9Meemc,irrelevant,appropriate,"This is an advertisement for Nido, a nutritional drink for children. The video shows a young boy reaching for a book on a high shelf, emphasizing the importance of nutrition for growth and learning.  A mother and son embrace, conveying a positive family message. There is no violence, inappropriate language, or other content that would be considered unsuitable for children under 9. The advertisement focuses on healthy growth and development.",['Hindi'],1192.0
1268,yWXANMPFT_I,irrelevant,appropriate,"The video shows titanium lug bolts. There is no violence, sexual content, or any other inappropriate content for children. The video is appropriate for children under 9.",[],1193.0
1269,-tWvKMLaXVg,irrelevant,appropriate,"The video is an advertisement for gaming chairs. It shows different models of chairs and provides information about the online store. There is no violence, sexual content, or other inappropriate elements present. The language spoken is Slovak.",['Slovak'],1194.0
1270,OqOoSEgMrNM,irrelevant,appropriate,"This is an advertisement for a mobile banking app called Cash Plus Mobile. The video shows animated characters using the app to transfer money. There is no violence, sexual content, or other inappropriate material present.  The language used is Arabic.",['Arabic'],1195.0
1271,q2YOb6K1qMY,irrelevant,appropriate,"The video shows a woman talking about LinkedIn Sales Navigator. There is no violence, sexual content, discrimination, offensive language, or other inappropriate content. The video is an advertisement for a business tool and is therefore appropriate for children under 9.",['English'],1196.0
1272,TpU9UM5zO6A,irrelevant,inappropriate,"The video contains scenes that might be considered inappropriate for children under 9. The video shows a woman eating a burrito while driving, which is unsafe and could be perceived as reckless behavior.  Additionally, the fast-paced editing and abstract visuals might be overwhelming or confusing for young children. The overall tone and style of the advertisement are geared towards a more mature audience.",['Spanish'],1197.0
1273,KMfRgxuhTzc,irrelevant,appropriate,"The video shows a family in their home. There is no violence, self-harm, sexual content, discrimination, offensive language, or other inappropriate content. The audio is a conversation between family members, and there is no inappropriate music. Therefore, the video is appropriate for children under 9.",['Swedish'],1198.0
1274,Je4R6Uuuc8c,irrelevant,appropriate,"The video shows two young women enjoying a sunny day outdoors. They are wearing modest clothing, and there is no violence, sexual content, or other inappropriate material present. The overall tone of the video is lighthearted and positive. Therefore, it is appropriate for children under 9.",[],1199.0
1275,BT7vZXrm5XM,irrelevant,appropriate,"This is an advertisement for Mambu, a cloud banking platform. The video uses fast-paced visuals and upbeat music to convey a sense of speed and innovation. While some of the imagery might be abstract or difficult for very young children to understand, there is nothing inherently inappropriate or harmful in the content.  There is no violence, sexual content, or other elements that would typically be considered unsuitable for children under 9.",['English'],1200.0
1276,5d4y_3j3N_E,irrelevant,appropriate,"The video is an advertisement for a clothing brand called Ellos. It shows women in various dresses in different beach settings. There is music playing in the background, but the lyrics are not explicit or inappropriate for children. The video does not contain any violence, sexual content, or other elements that would be considered inappropriate for children under 9. Therefore, the video is appropriate.","['Swedish', 'English']",1201.0
1277,vSPYUJm4MoM,irrelevant,appropriate,"The video shows ocean waves and the Epidemic Sound logo. There is background music playing, but no lyrics or spoken words.  There is nothing in the video that would be considered inappropriate for children under 9.",[],1202.0
1278,8XxFPSUKWrM,irrelevant,inappropriate,"The video shows romantic scenes between a couple, including an underwater scene where they hold hands and look lovingly at each other.  There is also a scene of a couple dining at a restaurant. These scenes are inappropriate for children under 9. The song also seems to be a romantic song. ",['Bengali'],1203.0
1279,I6PSyvWiD-Y,irrelevant,appropriate,"The video shows a family enjoying a road trip in a Nissan X-Trail. There is no violence, sexual content, or other inappropriate material present. The audio is a commercial for the car, highlighting its electric features.  Therefore, it's appropriate for children under 9.",['Spanish'],1204.0
1280,GWAVshatzXE,irrelevant,appropriate,"The video is an advertisement for a Kansas 50th Anniversary Tour. It shows the band members playing their instruments and singing. There is no inappropriate content in the video. The music is not explicit and there is no violence, sexual content, or other inappropriate material. Therefore, the video is appropriate for children under 9.",['English'],1205.0
1281,FkXlV-v7uSs,irrelevant,appropriate,"The video is an advertisement for Studio 3T software. It shows people working on computers, and there is no violence, sexual content, or other inappropriate material present. The language used is professional and appropriate for all ages. Therefore, the video is appropriate for children under 9.",['English'],1206.0
1282,5o6LcdFQXJM,irrelevant,inappropriate,"The video contains scenes that are inappropriate for children under 9. The ad uses humor that may be considered crude by some parents. For example, the scene where the two main characters are wearing astronaut helmets is silly and may be considered inappropriate. Additionally, the scene where the male character is holding a sword in a foggy field could be considered scary for young children. The ad also includes a scene where the female character is reading a book on a beach, which is not inherently inappropriate, but the overall tone and style of the ad may not be suitable for all young audiences.",['English'],1207.0
1283,5njbn5VUw3I,inaudible,appropriate,"The video is an advertisement for a local electronics store. It features a heart-shaped graphic with text overlayed on a scenic background. The text is in German and promotes the store's digital and regional services. There is no violence, sexual content, or other inappropriate material present. The overall tone is positive and family-friendly. Therefore, the video is appropriate for children under 9.",['German'],1208.0
1284,ZNCpcFEjpdI,irrelevant,appropriate,"The video shows the construction and transport of wind turbines for an offshore wind farm. There is no violence, sexual content, or other inappropriate material present.  The video is informative and educational, focusing on renewable energy. Therefore, it is appropriate for children under 9.",['English'],1209.0
1285,X6Eb4k3jAxU,irrelevant,appropriate,"The video is an advertisement for OctaFX, a trading app. It shows diverse people using the app in various settings. There is no violence, sexual content, or other inappropriate material present. The audio describes the app's features and benefits. Therefore, the video is appropriate for children under 9.",['English'],1210.0
1286,vpYUKqc2qME,irrelevant,inappropriate,"The video shows a couple on a date. There is intimacy between them, and the man is shown holding the woman's hand. The video also shows the couple eating and drinking together. This is inappropriate for children under 9.",['English'],1211.0
1287,z-SJEwyKRo0,irrelevant,appropriate,"The video shows a couple looking to change the tiling in their living room. They use a mobile app to order online and receive samples. The video is not inappropriate for children under 9. There is no violence, sexual content, or other inappropriate material.",['French'],1212.0
1288,WPFlurvkFqk,irrelevant,appropriate,"This is a commercial for Cle de Peau Beaute Concealer. The video shows a man applying the concealer on a woman's face. There is no violence, sexual content, or any other inappropriate content for children. The language used is English.",['English'],1213.0
1289,XnQmfKR1rJ4,irrelevant,appropriate,"The video is an advertisement for a gold-buying service. It uses cartoonish animation and features a dog wearing clothes. There is no violence, sexual content, or other inappropriate material present. The audio is a jingle advertising the service's benefits. Therefore, it is appropriate for children under 9.",['Swedish'],1214.0
1290,ggg57-VBjfY,irrelevant,appropriate,"The video shows an advertisement for ICA grocery stores. It features adults shopping in a store and celebrating. There is no violence, sexual content, or other inappropriate material present. The audio is in Swedish and consists of people talking about the sales and promotions in the store. Therefore, the video is appropriate for children under 9.",['Swedish'],1215.0
1291,icJIHroeu6M,irrelevant,inappropriate,"The video shows adults in romantic settings, including couples holding hands and embracing.  There is also a scene of a woman in a bathing suit, which could be considered inappropriate for children under 9. The overall tone and imagery promote romance and adult leisure activities, making it unsuitable for young audiences.",['English'],1216.0
1292,DBi4tIHTNxw,irrelevant,appropriate,"The video shows an advertisement for Aer Lingus. It features a young girl reading a book, a flight attendant smiling, and a young boy playing. There is no violence, sexual content, or other inappropriate material present. The audio is a child reading a book, and the overall tone is calm and pleasant. Therefore, the video is appropriate for children under 9.",['English'],1217.0
1293,gN9VKcnm7is,irrelevant,appropriate,"This is a cooking video that shows how to make chop suey.  It contains no violence, sexual content, or other elements that would be considered inappropriate for children. The only potentially questionable element is the use of a small amount of chili powder, but this is a common ingredient in many dishes and is not presented in a way that would be frightening or disturbing to children.",['English'],1218.0
1294,XDnwfv8zp9s,irrelevant,appropriate,"The advertisement shows the preparation of food items using dairy cream. There is no violence, sexual content, or any other inappropriate content for children. The advertisement is appropriate for children under 9.",['Urdu'],1219.0
1295,WKXktlYwHnI,irrelevant,inappropriate,"The video shows young adults dancing and partying in a nightclub setting. While there is no explicit content, the suggestive nature of the dancing, the implied alcohol consumption, and the overall atmosphere of a nightclub would likely be considered inappropriate for children under 9. The music is upbeat and catchy, but the visuals are not suitable for young audiences.",['English'],1220.0
1296,WkA4aQm-h2s,irrelevant,appropriate,"This is an advertisement for tourism in Andorra. It shows scenic views of the country and some people shopping and enjoying the outdoors. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['English'],1221.0
